Date Time,Chart A,Chart B,Chart C,Chart D,Chart E,Chart F,Chart G,Chart H
37:03.3,37,27.8,0.12,36,72.688,106,0.275,1286
37:03.3,,,0.13,,,,0.275,
37:03.3,,,0.125,,,,0.295,
37:03.3,,,0.125,,,,0.305,
37:03.3,37,,0.135,36.188,73.938,106.688,0.305,1280
37:03.3,,,0.135,,,,0.315,
37:03.3,,,0.135,,,,0.325,
37:03.3,,,0.135,,,,0.335,
37:03.3,37,,0.135,36.438,75.188,106.688,0.345,1275
37:03.3,,,0.14,,,,0.345,
37:03.4,,,0.145,,,,0.345,
37:03.4,,,0.145,,,,0.355,
37:03.4,37,,0.15,36.562,76.375,106.062,0.355,1270
37:03.4,,,0.155,,,,0.355,
37:03.4,,,0.155,,,,0.355,
